"Symbol","Security.Name","Data","Cap","Float"
"BIOL","Biolase, Inc. - Common Stock","Y",113.38,146.74
"BIVI","BioVie Inc. - Common stock","Y",171.46,2.53
"BJRI","BJ's Restaurants, Inc. - Common Stock","Y",1400,21.38
"BKCC","BlackRock Capital Investment Corporation - Common Stock","Y",273.12,NA
"BKEP","Blueknight Energy Partners L.P., L.L.C. - Common Units representing Limited Partner Interests","Y",131.48,34.77
"BKEPP","Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units","Y",NA,NA
"BKNG","Booking Holdings Inc. - Common Stock","Y",98840,40.71
"BKSC","Bank of South Carolina Corp. - Common Stock","Y",117.11,3.65
"BKYI","BIO-key International, Inc. - Common Stock","Y",24.08,6.81
"BL","BlackLine, Inc. - Common Stock","Y",6660,49.9
"BLBD","Blue Bird Corporation - Common Stock","Y",707.79,15.49
"BLCM","Bellicum Pharmaceuticals, Inc. - Common Stock","Y",28.11,5.04
"BLCT","BlueCity Holdings Limited - American Depositary Shares","Y",277.64,NA
"BLDP","Ballard Power Systems, Inc. - Common Shares","Y",5500,225.22
"BLDR","Builders FirstSource, Inc. - Common Stock","Y",10010,203.72
"BLFS","BioLife Solutions, Inc. - Common Stock","Y",1080,26.5
"BLI","Berkeley Lights, Inc. - Common Stock","Y",3180,40.68
"BLIN","Bridgeline Digital, Inc. - Common Stock","Y",14.31,5.25
"BLKB","Blackbaud, Inc. - Common Stock","Y",3360,41.53
"BLMN","Bloomin' Brands, Inc. - Common Stock","Y",2520,80.1
"BLNK","Blink Charging Co. - Common Stock","Y",1370,30.89
"BLPH","Bellerophon Therapeutics, Inc. - Common Stock","Y",41.65,7.76
"BLRX","BioLineRx Ltd. - American Depositary Shares","Y",114.68,23.02
"BLSA","BCLS Acquisition Corp. - Class A Ordinary Shares","Y",191.37,14.38
"BLU","BELLUS Health Inc. - Common Shares","Y",347.04,61.15
"BLUE","bluebird bio, Inc. - Common Stock","Y",1970,66.04
"BMCH","BMC Stock Holdings, Inc. - Common Stock","Y",NA,NA
"BMLP","Dorsey Wright MLP Index ETNs due December 10, 2036","Y",NA,NA
"BMRA","Biomerica, Inc. - Common Stock","Y",57.97,9.67
"BMRC","Bank of Marin Bancorp - Common Stock","Y",486.22,11.75
"BMRN","BioMarin Pharmaceutical Inc. - Common Stock","Y",14420,180.42
"BMTC","Bryn Mawr Bank Corporation - Common Stock","Y",906.69,19.66
"BNFT","Benefitfocus, Inc. - Common Stock","Y",455.94,28.5
"BNGO","Bionano Genomics, Inc. - Common Stock","Y",1590,276.46
"BNR","Burning Rock Biotech Limited - American Depositary Shares","Y",3250,16.27
"BNSO","Bonso Electronics International, Inc. - Common Stock","Y",30.63,1.17
"BNTC","Benitec Biopharma Inc. - Common Stock","Y",21.62,3.98
"BNTX","BioNTech SE - American Depositary Shares","Y",33530,214.95
"BOCH","Bank of Commerce Holdings (CA) - Common Stock","Y",225.69,15.66
"BOKF","BOK Financial Corporation - Common Stock","Y",6200,30.54
"BOKFL","BOK Financial Corporation - 5.375% Subordinated Notes due 2056","Y",NA,NA
"BOMN","Boston Omaha Corporation - Class A Common Stock","Y",720.46,26.88
"BOOM","DMC Global Inc. - Common Stock","Y",853.23,14.43
"BOSC","B.O.S. Better Online Solutions - Ordinary Shares","Y",16.13,3.91
"BOTJ","Bank of the James Financial Group, Inc. - Common Stock","Y",61.52,3.85
"BOWX","BowX Acquisition Corp. - Class A Common Stock","Y",NA,NA
"BOXL","Boxlight Corporation - Class A Common Stock","Y",115.42,40.98
"BPFH","Boston Private Financial Holdings, Inc. - Common Stock","Y",1130,81.44
"BPMC","Blueprint Medicines Corporation - Common Stock","Y",5480,54.61
"BPOP","Popular, Inc. - Common Stock","Y",5980,82.95
"BPOPM","Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities","Y",NA,NA
"BPOPN","Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities","Y",NA,NA
"BPRN","The Bank of Princeton - Common Stock","Y",NA,NA
"BPTH","Bio-Path Holdings, Inc. - Common Stock","Y",40.46,6.9
"BPY","Brookfield Property Partners L.P. - Limited Partnership Units","Y",16830,432.34
"BPYPN","Brookfield Property Partners L.P. - 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3","Y",NA,NA
"BPYPO","Brookfield Property Partners L.P. - 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2","Y",NA,NA
"BPYPP","Brookfield Property Partners L.P. - 6.50% Class A Cumulative Redeemable Perpetual Preferred Units","Y",NA,NA
"BPYU","Brookfield Property REIT Inc. - Class A Common Stock","Y",689.58,25.43
"BPYUP","Brookfield Property REIT Inc. - 6.375% Series A Preferred Stock","Y",NA,NA
"BRID","Bridgford Foods Corporation - Common Stock","Y",133.24,1.73
"BRKL","Brookline Bancorp, Inc. - Common Stock","Y",1210,76.11
"BRKR","Bruker Corporation - Common Stock","Y",10180,103.69
"BRKS","Brooks Automation, Inc. - Common Stock","Y",7090,73.03
"BRLI","Brilliant Acquisition Corporation - Ordinary Shares","Y",61.42,NA
"BROG","Brooge Energy Limited  - Ordinary Shares","Y",1050,103.88
"BRP","BRP Group, Inc. - Class A Common Stock","Y",2760,34.89
"BRPA","Big Rock Partners Acquisition Corp. - Common Stock","Y",73.97,0.76
"BRQS","Borqs Technologies, Inc.  - Ordinary Shares","Y",47.69,32.29
"BRY","Berry Corporation (bry) - Common Stock","Y",517.08,79.1
"BSBK","Bogota Financial Corp. - Common Stock","Y",142.83,5.73
"BSET","Bassett Furniture Industries, Incorporated - Common Stock","Y",248.08,9.29
"BSGM","BioSig Technologies, Inc. - Common Stock","Y",118.09,23.25
"BSQR","BSQUARE Corporation - Common Stock","Y",50.54,12.32
"BSRR","Sierra Bancorp - Common Stock","Y",414.56,13.84
"BSTC","BioSpecifics Technologies Corp - Common Stock","Y",NA,NA
"BSVN","Bank7 Corp. - Common stock","Y",157.11,2.58
"BSY","Bentley Systems, Incorporated - Class B Common Stock","Y",13410,155.03
"BTAI","BioXcel Therapeutics, Inc. - Common Stock","Y",816.07,14.67
"BTAQ","Burgundy Technology Acquisition Corporation - Class A Ordinary Shares","Y",440.1,25.88
"BTBT","Bit Digital, Inc. - Ordinary Share","Y",636.17,36.84
"BUSE","First Busey Corporation - Common Stock","Y",1380,49.49
"BVXV","BiondVax Pharmaceuticals Ltd. - American Depositary Shares","Y",43.15,11.12
"BWAY","Brainsway Ltd. - American Depositary Shares","Y",141.63,5.46
"BWB","Bridgewater Bancshares, Inc. - Common Stock","Y",453.5,23.3
"BWEN","Broadwind, Inc. - Common Stock","Y",82.64,14.44
"BWFG","Bankwell Financial Group, Inc. - Common Stock","Y",220.01,6.04
"BWMX","Betterware de Mexico, S.A.B de C.V. - Ordinary Shares","Y",1360,5.11
"BXRX","Baudax Bio, Inc. - Common stock","Y",73.01,62.58
"BYFC","Broadway Financial Corporation - Common Stock","Y",87.22,5.9
"BYND","Beyond Meat, Inc. - Common stock","Y",8510,56.96
"BYSI","BeyondSpring, Inc. - Ordinary Shares","Y",382.92,11.14
"BZUN","Baozun Inc. - American Depositary Shares","Y",5680,58.27
"CAAS","China Automotive Systems, Inc. - Common Stock","Y",133.02,11.6
"CABA","Cabaletta Bio, Inc. - Common Stock","Y",259.94,22.8
"CAC","Camden National Corporation - Common Stock","Y",698.09,14.53
"CACC","Credit Acceptance Corporation - Common Stock","Y",6090,11.61
"CAKE","The Cheesecake Factory Incorporated - Common Stock","Y",2660,42.27
"CALA","Calithera Biosciences, Inc. - Common Stock","Y",162.04,69.84
"CALB","California BanCorp - Common Stock","Y",NA,NA
"CALM","Cal-Maine Foods, Inc. - Common Stock","Y",1920,37.32
"CALT","Calliditas Therapeutics AB - American Depositary Shares","Y",671.96,15.03
"CAMP","CalAmp Corp. - Common Stock","Y",400.89,34.06
"CAMT","Camtek Ltd. - Ordinary Shares","Y",1280,25.61
"CAN","Canaan Inc. - American Depositary Shares","Y",1800,107.67
"CAPR","Capricor Therapeutics, Inc. - Common Stock","Y",90.9,19.93
"CAR","Avis Budget Group, Inc. - Common Stock","Y",5390,68.42
"CARA","Cara Therapeutics, Inc. - Common Stock","Y",1350,41.82
"CARE","Carter Bank & Trust - Common Stock","Y",362.25,24.62
"CARG","CarGurus, Inc. - Class A Common Stock","Y",2910,86.53
"CARV","Carver Bancorp, Inc. - Common Stock","Y",25.51,0.5
"CASA","Casa Systems, Inc. - Common Stock","Y",733.31,30.02
"CASH","Meta Financial Group, Inc. - Common Stock","Y",1430,29.45
"CASI","CASI Pharmaceuticals, Inc. - Common Stock","Y",240.28,80.59
"CASS","Cass Information Systems, Inc - Common Stock","Y",661.71,12.13
"CASY","Caseys General Stores, Inc. - Common Stock","Y",8180,36.77
"CATB","Catabasis Pharmaceuticals, Inc. - Common Stock","Y",60.22,20.06
"CATC","Cambridge Bancorp - Common Stock","Y",582.39,6.48
"CATM","Cardtronics plc - Common Stock","Y",1750,43.67
"CATY","Cathay General Bancorp - Common Stock","Y",3250,75.34
"CBAN","Colony Bankcorp, Inc. - Common Stock","Y",141.79,7.52
"CBAT","CBAK Energy Technology, Inc. - Common Stock","Y",365.15,51.33
"CBAY","CymaBay Therapeutics Inc. - Common Stock","Y",286.1,65.19
"CBFV","CB Financial Services, Inc. - Common Stock","Y",112.56,4.83
"CBIO","Catalyst Biosciences, Inc.  - Common Stock","Y",144.64,26.27
"CBLI","Cleveland BioLabs, Inc. - Common Stock","Y",87.62,5.24
"CBMB","CBM Bancorp, Inc. - Common Stock","Y",50.16,3.19
"CBMG","Cellular Biomedicine Group, Inc. - Common Stock","Y",NA,NA
"CBNK","Capital Bancorp, Inc. - Common Stock","Y",292.97,7.95
"CBPO","China Biologic Products Holdings, Inc. - Common Stock","Y",4580,21.3
"CBRL","Cracker Barrel Old Country Store, Inc. - Common Stock","Y",4100,23.46
"CBSH","Commerce Bancshares, Inc. - Common Stock","Y",8950,106.07
"CBTX","CBTX, Inc. - Common Stock","Y",789.49,17.44
"CCAP","Crescent Capital BDC, Inc. - Common Stock","Y",529.83,27.98
"CCB","Coastal Financial Corporation - Common Stock","Y",NA,NA
"CCBG","Capital City Bank Group - Common Stock","Y",428.24,12.75
"CCCC","C4 Therapeutics, Inc. - Common Stock","Y",1380,37.3
"CCD","Calamos Dynamic Convertible & Income Fund - Common Shares","Y",781.09,NA
"CCLP","CSI Compressco LP - common units","Y",91.8,30.2
"CCMP","CMC Materials, Inc. - Common Stock","Y",5450,28.86
"CCNC","Code Chain New Continent Limited - Common Stock","Y",105.79,18.66
"CCNE","CNB Financial Corporation - Common Stock","Y",411.45,16.08
"CCNEP","CNB Financial Corporation - Depositary shares, each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed- Rate Non-Cumulative Perpetual Preferred Stock","Y",NA,NA
"CCOI","Cogent Communications Holdings, Inc. - Common Stock","Y",3280,41.73
"CCRC","China Customer Relations Centers, Inc. - Ordinary Shares","Y",113.89,12.01
"CCRN","Cross Country Healthcare, Inc. - Common Stock","Y",478.54,35.12
"CCXI","ChemoCentryx, Inc. - Common Stock","Y",3170,52.93
"CD","Chindata Group Holdings Limited - American Depositary Shares","Y",5350,40
"CDAK","Codiak BioSciences, Inc. - Common Stock","Y",267.08,19.2
"CDEV","Centennial Resource Development, Inc. - Class A Common Stock","Y",1270,181.96
"CDK","CDK Global, Inc. - Common Stock","Y",6620,121.25
"CDLX","Cardlytics, Inc. - Common Stock","Y",3760,25.11
"CDMO","Avid Bioservices, Inc. - Common Stock","Y",1180,55.74
"CDMOP","Avid Bioservices, Inc. - 10.50% Series E Convertible Preferred Stock","Y",NA,NA
"CDNA","CareDx, Inc. - Common Stock","Y",3930,51.2
"CDNS","Cadence Design Systems, Inc. - Common Stock","Y",39700,274.94
"CDTX","Cidara Therapeutics, Inc. - Common Stock","Y",101.29,35.34
"CDW","CDW Corporation - Common Stock","Y",25160,139.21
"CDXC","ChromaDex Corporation - Common Stock","Y",552.66,38.34
"CDXS","Codexis, Inc. - Common Stock","Y",1550,53.09
"CDZI","Cadiz, Inc. - Common Stock","Y",385.72,34.24
"CECE","CECO Environmental Corp. - Common Stock","Y",280.36,30.57
"CELC","Celcuity Inc. - Common Stock","Y",302.65,5.04
"CELH","Celsius Holdings, Inc. - Common Stock","Y",4060,28.1
"CEMI","Chembio Diagnostics, Inc. - Common Stock","Y",73.6,17.38
"CENT","Central Garden & Pet Company - Common Stock","Y",2940,49.2
"CENTA","Central Garden & Pet Company - Class A Common Stock Nonvoting","Y",2180,NA
"CENX","Century Aluminum Company - Common Stock","Y",1420,49.89
"CERC","Cerecor Inc. - Common Stock","Y",221.54,42.93
"CERN","Cerner Corporation - Common Stock","Y",22340,301.83
"CERS","Cerus Corporation - Common Stock","Y",1020,163.66
"CETX","Cemtrex Inc. - Common Stock","Y",25.56,15.93
"CETXP","Cemtrex Inc. - Series 1 Preferred Stock","Y",NA,NA
"CEVA","CEVA, Inc. - Common Stock","Y",1280,21.24
"CFB","CrossFirst Bankshares, Inc. - Common Stock","Y",709.12,44.77
"CFBI","Community First Bancshares, Inc. - Common Stock","Y",NA,NA
"CFBK","CF Bankshares Inc. - Common Stock","Y",130.61,3.92
"CFFA","CF Finance Acquisition Corp. - Class A Common Stock","Y",NA,NA
"CFFI","C&F Financial Corporation - Common Stock","Y",153.02,3.45
"CFFN","Capitol Federal Financial, Inc. - Common Stock","Y",1820,128.88
"CFII","CF Finance Acquisition Corp. II - Class A Common Stock","Y",NA,NA
"CFMS","Conformis, Inc. - Common Stock","Y",152.09,152.65
"CFRX","ContraFect Corporation - Common Stock","Y",148.11,24.7
"CG","The Carlyle Group Inc. - Common Stock","Y",13890,195.46
"CGBD","TCG BDC, Inc. - Common Stock","Y",752.51,54.77
"CGEN","Compugen Ltd. - Ordinary Shares","Y",711.95,81.43
"CGIX","Cancer Genetics, Inc. - Common Stock","Y",NA,NA
"CGNX","Cognex Corporation - Common Stock","Y",15170,168.49
"CGO","Calamos Global Total Return Fund - Common Stock","Y",143.67,NA
"CGRO","Collective Growth Corporation - Class A Common Stock","Y",NA,NA
"CGROW","Collective Growth Corporation - Warrant","Y",NA,NA
"CHCI","Comstock Holding Companies, Inc. - Class A Common Stock","Y",36.87,2.39
"CHCO","City Holding Company - Common Stock","Y",1250,14.94
"CHDN","Churchill Downs, Incorporated - Common Stock","Y",8150,35.05
"CHEF","The Chefs' Warehouse, Inc. - Common Stock","Y",1250,32.68
"CHEK","Check-Cap Ltd. - Ordinary Share","Y",97.9,42.27
"CHFS","CHF Solutions, Inc. - Common Stock","Y",34.72,5.77
"CHI","Calamos Convertible Opportunities and Income Fund - Common Stock","Y",1070,NA
"CHKP","Check Point Software Technologies Ltd. - Ordinary Shares","Y",16070,109.76
"CHMA","Chiasma, Inc. - Common Stock","Y",167.16,57.42
"CHMG","Chemung Financial Corp - Common Stock","Y",202.33,3.32
"CHNG","Change Healthcare Inc. - Common Stock","Y",6940,305.47
"CHNR","China Natural Resources, Inc. - Common Stock","Y",58.3,9.45
"CHPM","CHP Merger Corp. - Class A Common Stock","Y",373.82,30
"CHRS","Coherus BioSciences, Inc. - Common Stock","Y",1020,64.13
"CHRW","C.H. Robinson Worldwide, Inc. - Common Stock","Y",12940,129.91
"CHSCL","CHS Inc - Class B Cumulative Redeemable Preferred Stock, Series 4","Y",NA,NA
"CHSCM","CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3","Y",NA,NA
"CHSCN","CHS Inc - Preferred Class B Series 2 Reset Rate","Y",NA,NA
"CHSCO","CHS Inc - Class B Cumulative Redeemable Preferred Stock","Y",NA,NA
"CHSCP","CHS Inc - 8%  Cumulative Redeemable Preferred Stock","Y",371.17,12.26
"CHTR","Charter Communications, Inc. - Class A Common Stock","Y",136930,151.61
"CHUY","Chuy's Holdings, Inc. - Common Stock","Y",918.1,19.47
"CHW","Calamos Global Dynamic Income Fund - Common Stock","Y",631.67,NA
"CHY","Calamos Convertible and High Income Fund - Common Stock","Y",1160,NA
"CIDM","Cinedigm Corp - Class A Common Stock","Y",202.22,128.34
"CIGI","Colliers International Group Inc.  - Subordinate Voting Shares","Y",4040,36.7
"CIH","China Index Holdings Limited - American Depository Shares","Y",151.09,27.99
"CIIC","CIIG Merger Corp. - Class A Common Stock","Y",NA,NA
"CINF","Cincinnati Financial Corporation - Common Stock","Y",17280,149.9
"CIVB","Civista Bancshares, Inc.  - Common Stock","Y",358.58,15.46
"CIZN","Citizens Holding Company - Common Stock","Y",102.41,4.7
"CJJD","China Jo-Jo Drugstores, Inc. - Common Stock","Y",40.96,32.3
"CKPT","Checkpoint Therapeutics, Inc. - Common Stock","Y",219.86,53.07
"CLAR","Clarus Corporation - Common Stock","Y",556.82,21.78
"CLBK","Columbia Financial, Inc. - Common Stock","Y",1980,46.31
"CLBS","Caladrius Biosciences, Inc. - Common Stock","Y",88.83,46.05
"CLCT","Collectors Universe, Inc. - Common Stock","Y",NA,NA
"CLDB","Cortland Bancorp - Common Stock","Y",NA,NA
"CLDX","Celldex Therapeutics, Inc. - Common Stock","Y",957.06,39.45
"CLEU","China Liberal Education Holdings Limited - Ordinary Shares","Y",42.54,2.71
"CLFD","Clearfield, Inc. - Common Stock","Y",416.08,11.28
"CLGN","CollPlant Biotechnologies Ltd. - American Depositary Shares","Y",142.29,6.51
"CLIR","ClearSign Technologies Corporation - Common Stock","Y",128.56,21.75
"CLLS","Cellectis S.A. - American Depositary Shares","Y",854.73,38.04
"CLMT","Calumet Specialty Products Partners, L.P. - Common units representing limited partner interests","Y",466.5,61.79
"CLNE","Clean Energy Fuels Corp. - Common Stock","Y",2350,130
"CLPS","CLPS Incorporation - Common Stock","Y",76.99,4.88
"CLPT","ClearPoint Neuro Inc. - Common Stock","Y",382.51,12.52
"CLRB","Cellectar Biosciences, Inc. - Common Stock","Y",70.7,40.7
"CLRO","ClearOne, Inc. - Common Stock","Y",47.87,5.69
"CLSD","Clearside Biomedical, Inc. - Common Stock","Y",162.53,44.95
"CLSK","CleanSpark, Inc. - Common Stock","Y",661.51,21.35
"CLSN","Celsion Corporation - Common Stock","Y",106.89,64.8
"CLVS","Clovis Oncology, Inc. - Common Stock","Y",616.26,86.43
"CLWT","Euro Tech Holdings Company Limited - Ordinary Shares","Y",13.64,1.37
"CLXT","Calyxt, Inc. - Common Stock","Y",199.82,12.93
"CMBM","Cambium Networks Corporation - Ordinary Shares","Y",1490,8.18
"CMCO","Columbus McKinnon Corporation - Common Stock","Y",1270,23.2
"CMCSA","Comcast Corporation - Class A Common Stock","Y",243630,4530
"CMCT","CIM Commercial Trust Corporation - Common Stock","Y",185.36,11.49
"CMCTP","CIM Commercial Trust Corporation - Series L Preferred Stock","Y",NA,NA
"CME","CME Group Inc. - Class A Common Stock","Y",72560,354.08
"CMLS","Cumulus Media Inc. - Class A Common Stock","Y",190.68,15.44
"CMPI","Checkmate Pharmaceuticals, Inc. - Common Stock","Y",142.31,20.58
"CMPR","Cimpress plc - Ordinary Shares","Y",2550,21.94
"CMPS","COMPASS Pathways Plc - American Depository Shares","Y",1250,7.44
"CMRX","Chimerix, Inc. - Common Stock","Y",676.3,74.23
"CMTL","Comtech Telecommunications Corp. - Common Stock","Y",645.52,24.31
"CNBKA","Century Bancorp, Inc. - Class A Common Stock","Y",415.72,2.77
"CNCE","Concert Pharmaceuticals, Inc. - Common Stock","Y",142.55,25.2
"CNDT","Conduent Incorporated - Common Stock","Y",1430,196.51
"CNET","ZW Data Action Technologies Inc. - Common Stock","Y",60.43,20.19
"CNFR","Conifer Holdings, Inc. - Common Stock","Y",35.17,5.44
"CNFRL","Conifer Holdings, Inc. - Senior Unsecured Notes","Y",NA,NA
"CNNB","Cincinnati Bancorp, Inc. - Common Stock","Y",NA,NA
"CNOB","ConnectOne Bancorp, Inc. - Common Stock","Y",1020,35.06
"CNSL","Consolidated Communications Holdings, Inc. - Common Stock","Y",532.05,71.55
"CNSP","CNS Pharmaceuticals, Inc. - Common Stock","Y",49.91,15.23
"CNST","Constellation Pharmaceuticals, Inc. - Common Stock","Y",1080,47.22
"CNTG","Centogene N.V. - Common Shares","Y",249.96,8.35
"CNTY","Century Casinos, Inc. - Common Stock","Y",322.55,26.95
"CNXN","PC Connection, Inc. - Common Stock","Y",1170,10.96
"COCP","Cocrystal Pharma, Inc. - Common Stock","Y",86.5,48.65
"CODA","Coda Octopus Group, Inc. - Common stock","Y",91.55,4.29
"CODX","Co-Diagnostics, Inc. - Common Stock","Y",253.79,26.45
"COFS","ChoiceOne Financial Services, Inc. - Common Stock","Y",NA,NA
"COGT","Cogent Biosciences, Inc. - Common Stock","Y",329.76,30.79
"COHR","Coherent, Inc. - Common Stock","Y",6490,24.06
"COHU","Cohu, Inc. - Common Stock","Y",2120,40.89
"COKE","Coca-Cola Consolidated, Inc. - Common Stock","Y",2880,4.68
"COLB","Columbia Banking System, Inc. - Common Stock","Y",3110,70.35
"COLL","Collegium Pharmaceutical, Inc. - Common Stock","Y",825.5,31.88
"COLM","Columbia Sportswear Company - Common Stock","Y",7230,34.53
"COMM","CommScope Holding Company, Inc. - Common Stock","Y",3450,194.15
"CONE","CyrusOne Inc - Common Stock","Y",8870,119.58
"CONN","Conn's, Inc. - Common Stock","Y",576.1,19.31
"COOP","Mr. Cooper Group Inc. - Common Stock","Y",2970,74.43
"CORE","Core-Mark Holding Company, Inc. - Common Stock","Y",1910,43.86
"CORT","Corcept Therapeutics Incorporated - Common Stock","Y",2710,100.45
