"Symbol","Security.Name","Data","Cap","Float"
"IZEA","IZEA Worldwide, Inc. - Common Stock","Y",220.03,56
"JACK","Jack In The Box Inc. - Common Stock","Y",2740,22.5
"JAGX","Jaguar Health, Inc. - Common Stock","Y",188.62,127.4
"JAKK","JAKKS Pacific, Inc. - Common Stock","Y",40.56,3.42
"JAMF","Jamf Holding Corp. - Common Stock","Y",4200,115.67
"JAN","JanOne Inc. - Common Stock","Y",20.64,1.57
"JAZZ","Jazz Pharmaceuticals plc - Ordinary Shares","Y",9390,54.14
"JBHT","J.B. Hunt Transport Services, Inc. - Common Stock","Y",17400,83.91
"JBLU","JetBlue Airways Corporation - Common Stock","Y",6520,314.4
"JBSS","John B. Sanfilippo & Son, Inc. - Common Stock","Y",1040,8.72
"JCOM","j2 Global, Inc. - Common Stock","Y",5790,42.82
"JCS","Communications Systems, Inc. - Common Stock","Y",56.62,7.29
"JCTCF","Jewett-Cameron Trading Company - Common Shares","Y",36,1.66
"JD","JD.com, Inc. - American Depositary Shares","Y",121190,930.97
"JFIN","Jiayin Group Inc. - American Depositary Shares","Y",284.35,25.02
"JFU","9F Inc. - American Depositary Shares","Y",258.23,128.23
"JG","Aurora Mobile Limited - American Depositary Shares","Y",316.49,62.51
"JJSF","J & J Snack Foods Corp. - Common Stock","Y",3000,15.14
"JKHY","Jack Henry & Associates, Inc. - Common Stock","Y",12070,75.43
"JMPNL","JMP Group LLC - 7.25% Senior Notes due 2027","Y",NA,NA
"JMPNZ","JMP Group LLC - 6.875% Senior Notes due 2029","Y",NA,NA
"JNCE","Jounce Therapeutics, Inc. - Common Stock","Y",412.65,30.54
"JOBS","51job, Inc. - American Depositary Shares, each representing two common shares","Y",4200,28.37
"JOUT","Johnson Outdoors Inc. - Class A Common Stock","Y",1500,8.15
"JRJC","China Finance Online Co. Limited - American Depositary Shares","Y",27.46,0.24
"JRSH","Jerash Holdings (US), Inc. - Common Stock","Y",75.5,5.79
"JRVR","James River Group Holdings, Ltd. - Common Shares","Y",1450,29.67
"JSM","Navient Corporation - 6% Senior Notes due December 15, 2043","Y",NA,NA
"JVA","Coffee Holding Co., Inc. - Common Stock","Y",29.05,4.82
"JYNT","The Joint Corp. - Common Stock","Y",751.49,13.53
"KALA","Kala Pharmaceuticals, Inc. - Common Stock","Y",443.29,55.43
"KALU","Kaiser Aluminum Corporation - Common Stock","Y",1740,15.5
"KALV","KalVista Pharmaceuticals, Inc. - Common Stock","Y",579.39,21.28
"KBAL","Kimball International, Inc. - Class B Common Stock","Y",513.72,36.15
"KBLM","KBL Merger Corp. IV - Common Stock","Y",NA,NA
"KBNT","Kubient, Inc. - Common Stock","Y",88,7.66
"KBSF","KBS Fashion Group Limited - Common Stock","Y",6.45,1.47
"KC","Kingsoft Cloud Holdings Limited - American Depositary Shares","Y",10110,14.24
"KCAPL","Portman Ridge Finance Corporation - 6.125% Notes due 2022","Y",NA,NA
"KDMN","Kadmon Holdings, Inc. - Common Stock","Y",640.72,155.55
"KDNY","Chinook Therapeutics, Inc. - Common Stock","Y",623.11,18.91
"KDP","Keurig Dr Pepper Inc. - Common Stock","Y",50590,802.31
"KE","Kimball Electronics, Inc. - Common Stock","Y",564.3,23.84
"KELYA","Kelly Services, Inc. - Class A Common Stock","Y",941.57,33.6
"KELYB","Kelly Services, Inc. - Class B Common Stock","Y",NA,NA
"KEQU","Kewaunee Scientific Corporation - Common Stock","Y",33.11,2.33
"KERN","Akerna Corp. - Common Stock","Y",94.87,13.79
"KFFB","Kentucky First Federal Bancorp - Common Stock","Y",57.59,3.09
"KFRC","Kforce, Inc. - Common Stock","Y",1210,19.68
"KHC","The Kraft Heinz Company - Common Stock","Y",50150,672.27
"KIDS","OrthoPediatrics Corp. - Common Stock","Y",1030,13.61
"KIN","Kindred Biosciences, Inc. - Common Stock","Y",197.49,37.08
"KINS","Kingstone Companies, Inc - Common Stock","Y",89.2,8.8
"KIRK","Kirkland's, Inc. - Common Stock","Y",393.69,13.25
"KLAC","KLA Corporation  - Common Stock","Y",50810,153.65
"KLDO","Kaleido Biosciences, Inc. - Common Stock","Y",304.3,20.72
"KLIC","Kulicke and Soffa Industries, Inc. - Common Stock","Y",3160,60.42
"KLXE","KLX Energy Services Holdings, Inc.  - Common Stock","Y",81.67,5.49
"KMDA","Kamada Ltd. - Ordinary Shares","Y",272.05,28.55
"KNDI","Kandi Technologies Group, Inc. - Common Stock","Y",412.11,60.89
"KNSA","Kiniksa Pharmaceuticals, Ltd. - Class A Common Stock","Y",1110,29.38
"KNSL","Kinsale Capital Group, Inc. - Common Stock","Y",3810,21.16
"KOD","Kodiak Sciences Inc - Common Stock","Y",5790,41.7
"KOPN","Kopin Corporation - Common Stock","Y",699.74,69.4
"KOR","Corvus Gold Inc. - Common Shares","Y",NA,NA
"KOSS","Koss Corporation - Common Stock","Y",144.18,1.56
"KPTI","Karyopharm Therapeutics Inc. - Common Stock","Y",691.33,66.49
"KRBP","Kiromic BioPharma, Inc. - Common Stock","Y",NA,NA
"KRKR","36Kr Holdings Inc. - American Depositary Shares","Y",112.72,33.52
"KRMD","Repro Med Systems, Inc. - Common Stock","Y",138.48,39.33
"KRNT","Kornit Digital Ltd. - Ordinary Shares","Y",4600,43.02
"KRNY","Kearny Financial - Common Stock","Y",1050,76.33
"KRON","Kronos Bio, Inc. - Common Stock","Y",1140,43.35
"KROS","Keros Therapeutics, Inc. - common stock","Y",1500,18.31
"KRTX","Karuna Therapeutics, Inc. - Common Stock","Y",3330,23.89
"KRUS","Kura Sushi USA, Inc. - Class A Common Stock","Y",270.19,3.37
"KRYS","Krystal Biotech, Inc. - Common Stock","Y",1640,16.51
"KSMT","Kismet Acquisition One Corp - Ordinary Shares","Y",NA,NA
"KSPN","Kaspien Holdings Inc. - Common Stock","Y",66.42,1.15
"KTCC","Key Tronic Corporation - Common Stock","Y",77.29,10.05
"KTOS","Kratos Defense & Security Solutions, Inc. - Common Stock","Y",3440,120.12
"KTOV","Kitov Pharma Ltd. - American Depositary Shares","Y",NA,NA
"KTRA","Kintara Therapeutics, Inc. - Common Stock","Y",47.06,27.04
"KURA","Kura Oncology, Inc. - Common Stock","Y",1890,60.18
"KVHI","KVH Industries, Inc. - Common Stock","Y",245.69,14.85
"KXIN","Kaixin Auto Holdings - Ordinary Share","Y",153.26,10.95
"KYMR","Kymera Therapeutics, Inc. - Common Stock","Y",1700,40.08
"KZIA","Kazia Therapeutics Limited - American Depositary Shares","Y",144.94,3.39
"KZR","Kezar Life Sciences, Inc. - Common Stock","Y",280.04,31.61
"LACQ","Leisure Acquisition Corp. - Common Stock","Y",79.06,3.78
"LAKE","Lakeland Industries, Inc. - Common Stock","Y",232.32,7.8
"LAMR","Lamar Advertising Company - Class A Common Stock","Y",9710,85.89
"LANC","Lancaster Colony Corporation - Common Stock","Y",5010,18.98
"LAND","Gladstone Land Corporation - Common Stock","Y",557.51,21.55
"LANDO","Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock","Y",NA,25.37
"LANDP","Gladstone Land Corporation - 6.375% Series A Cumulative Term Preferred Stock","Y",NA,NA
"LARK","Landmark Bancorp Inc. - Common Stock","Y",121.14,3.71
"LASR","nLIGHT, Inc. - Common Stock","Y",1260,38.56
"LATN","Union Acquisition Corp. II - Ordinary Shares","Y",251.5,20.02
"LAUR","Laureate Education, Inc. - Class A Common Stock","Y",2580,107.09
"LAWS","Lawson Products, Inc. - Common Stock","Y",467.81,8.65
"LAZY","Lazydays Holdings, Inc. - Common Stock","Y",223.15,6.53
"LBAI","Lakeland Bancorp, Inc. - Common Stock","Y",871.32,48.16
"LBC","Luther Burbank Corporation - Common Stock","Y",593.83,11.5
"LBRDA","Liberty Broadband Corporation - Class A Common Stock","Y",29770,182.69
"LBRDK","Liberty Broadband Corporation - Class C Common Stock","Y",26060,NA
"LBTYA","Liberty Global plc - Class A Ordinary Shares","Y",15070,543.6
"LBTYB","Liberty Global plc - Class B Ordinary Shares","Y",NA,NA
"LBTYK","Liberty Global plc - Class C Ordinary Shares","Y",10100,NA
"LCA","Landcadia Holdings II, Inc. - Class A Common Stock","Y",NA,NA
"LCAP","Lionheart Acquisition Corp. II - Class A Common Stock","Y",NA,NA
"LCNB","LCNB Corporation - Common Stock","Y",226.73,12.03
"LCUT","Lifetime Brands, Inc. - Common Stock","Y",313.79,11.09
"LE","Lands' End, Inc. - Common Stock","Y",795.63,16.32
"LECO","Lincoln Electric Holdings, Inc. - Common Shares","Y",7430,58.03
"LEDS","SemiLEDS Corporation - Common Stock","Y",13.35,2.37
"LEGH","Legacy Housing Corporation - Common Stock","Y",445.67,5.52
"LEGN","Legend Biotech Corporation - American Depositary Shares","Y",3440,127.35
"LEVL","Level One Bancorp, Inc. - Common Stock","Y",190.81,4.94
"LEVLP","Level One Bancorp, Inc. - Depositary Shares, Each Representing a 1/100th Interest in a Share of 7.50% Non-Cumulative Perpetual Preferred Stock, Series B","Y",NA,NA
"LFAC","LF Capital Acquistion Corp. - Class A Common Stock","Y",NA,NA
"LFUS","Littelfuse, Inc. - Common Stock","Y",6620,23.93
"LFVN","Lifevantage Corporation - Common Stock","Y",124.89,12.96
"LGHL","Lion Group Holding Ltd. - American Depositary Share","Y",100.52,25.13
"LGHLW","Lion Group Holding Ltd. - Warrant","Y",NA,NA
"LGIH","LGI Homes, Inc. - Common Stock","Y",4140,22.23
"LGND","Ligand Pharmaceuticals Incorporated - Common Stock","Y",2400,15.28
"LHCG","LHC Group - common stock","Y",6390,30.05
"LI","Li Auto Inc. - American Depositary Shares","Y",17780,95
"LIFE","aTyr Pharma, Inc. - Common Stock","Y",59.03,13.32
"LILA","Liberty Latin America Ltd. - Class A Common Stock","Y",3180,198.76
"LILAK","Liberty Latin America Ltd. - Class C Common Stock","Y",2480,NA
"LINC","Lincoln Educational Services Corporation - Common Stock","Y",173.76,24.04
"LIND","Lindblad Expeditions Holdings Inc.  - Common Stock","Y",875.74,29.84
"LIQT","LiqTech International, Inc. - Common Stock","Y",160.48,18.38
"LITE","Lumentum Holdings Inc. - Common Stock","Y",6990,75.52
"LIVE","Live Ventures Incorporated - Common Stock","Y",42.83,1.28
"LIVK","LIV Capital Acquisition Corp. - Class A Ordinary Shares","Y",NA,NA
"LIVN","LivaNova PLC - Ordinary Shares","Y",4000,48.34
"LIVX","LiveXLive Media, Inc. - Common Stock","Y",279.17,51.26
"LIZI","LIZHI INC. - American Depositary Shares","Y",321.24,33.92
"LJPC","La Jolla Pharmaceutical Company - Common Stock","Y",114.97,26.98
"LKCO","Luokung Technology Corp - Ordinary Shares","Y",331.93,175.65
"LKFN","Lakeland Financial Corporation - Common Stock","Y",1760,24.76
"LKQ","LKQ Corporation - Common Stock","Y",13440,298.22
"LLIT","Lianluo Smart Limited - Class A Common Stock","Y",40.83,3.05
"LLNW","Limelight Networks, Inc. - Common Stock","Y",443.15,119.31
"LMAT","LeMaitre Vascular, Inc. - Common Stock","Y",1030,17.38
"LMB","Limbach Holdings, Inc. - Common Stock","Y",112.89,8.47
"LMFA","LM Funding America, Inc. - Common Stock","Y",27.79,13.25
"LMNL","Liminal BioSciences Inc. - Common Shares","Y",114.75,9.5
"LMNR","Limoneira Co - Common Stock","Y",314.65,13.86
"LMNX","Luminex Corporation - Common Stock","Y",1700,44.24
"LMPX","LMP Automotive Holdings, Inc. - Common Stock","Y",127.19,5.99
"LMRK","Landmark Infrastructure Partners LP - Common Units","Y",311.49,20.2
"LMRKN","Landmark Infrastructure Partners LP - Preferred Stock","Y",NA,NA
"LMRKO","Landmark Infrastructure Partners LP - Preferred Units","Y",NA,NA
"LMRKP","Landmark Infrastructure Partners LP - 8.00% Series A Cumulative Redeemable Perpetual Preferred Units","Y",NA,NA
"LMST","Limestone Bancorp, Inc. - Common Stock","Y",NA,NA
"LNDC","Landec Corporation - Common Stock","Y",324.71,28.53
"LNSR","LENSAR, Inc. - Common Stock","Y",76.42,5.92
"LNT","Alliant Energy Corporation - Common Stock","Y",13930,249.43
"LNTH","Lantheus Holdings, Inc. - Common Stock","Y",1440,65.67
"LOAC","Longevity Acquisition Corporation - Ordinary Shares","Y",NA,NA
"LOAN","Manhattan Bridge Capital, Inc - Common Stock","Y",59.85,6.84
"LOB","Live Oak Bancshares, Inc. - Common Stock","Y",3020,28.67
"LOCO","El Pollo Loco Holdings, Inc. - Common Stock","Y",632.47,19.21
"LOGC","LogicBio Therapeutics, Inc. - Common Stock","Y",191.08,25.63
"LOGI","Logitech International S.A. - Registered Shares","Y",19240,167.54
"LOOP","Loop Industries, Inc. - Common Stock","Y",358.34,15.53
"LOPE","Grand Canyon Education, Inc. - Common Stock","Y",5230,46.17
"LORL","Loral Space and Communications, Inc. - Common Stock","Y",794.14,11.75
"LOVE","The Lovesac Company - Common Stock","Y",913.09,11.95
"LPCN","Lipocine Inc. - Common Stock","Y",119.39,86.12
"LPLA","LPL Financial Holdings Inc. - Common Stock","Y",11690,78.55
"LPRO","Open Lending Corporation - Class A Common Stock","Y",4590,91.07
"LPSN","LivePerson, Inc. - Common Stock","Y",3840,61.49
"LPTH","LightPath Technologies, Inc. - Class A Common Stock","Y",72.3,19.9
"LPTX","Leap Therapeutics, Inc. - Common Stock","Y",95.91,44
"LQDA","Liquidia Technologies, Inc. - Common Stock","Y",115.72,39.56
"LQDT","Liquidity Services, Inc. - Common Stock","Y",634.28,26.02
"LRCX","Lam Research Corporation - Common Stock","Y",89650,142.54
"LRMR","Larimar Therapeutics, Inc. - Common Stock","Y",153.2,15.02
"LSAC","LifeSci Acquisition Corp. - Common Stock","Y",NA,NA
"LSBK","Lake Shore Bancorp, Inc. - Common Stock","Y",82.51,1.93
"LSCC","Lattice Semiconductor Corporation - Common Stock","Y",6730,134.11
"LSTR","Landstar System, Inc. - Common Stock","Y",6650,38.05
"LSXMA","Liberty Media Corporation - Series A Liberty SiriusXM Common Stock","Y",26890,301.41
"LSXMB","Liberty Media Corporation - Series B Liberty SiriusXM Common Stock","Y",NA,NA
"LSXMK","Liberty Media Corporation - Series C Liberty SiriusXM Common Stock","Y",10290,NA
"LTBR","Lightbridge Corporation - Common Stock","Y",34.66,5.41
"LTRN","Lantern Pharma Inc. - Common Stock","Y",176.73,6.55
"LTRPA","Liberty TripAdvisor Holdings, Inc. - Series A Common Stock","Y",518.75,72.24
"LTRPB","Liberty TripAdvisor Holdings, Inc. - Series B Common Stock","Y",108.69,NA
"LTRX","Lantronix, Inc. - Common Stock","Y",128.81,17.79
"LULU","lululemon athletica inc. - Common Stock","Y",42240,114.58
"LUMO","Lumos Pharma, Inc. - Common Stock","Y",95.83,6.23
"LUNA","Luna Innovations Incorporated - Common Stock","Y",359.21,28.66
"LUNG","Pulmonx Corporation - Common Stock","Y",1570,29.12
"LVGO","Livongo Health, Inc. - common stock","Y",NA,NA
"LWAY","Lifeway Foods, Inc. - Common Stock","Y",79.93,4.06
"LX","LexinFintech Holdings Ltd. - American Depositary Shares","Y",1570,31.99
"LXEH","Lixiang Education Holding Co., Ltd. - American Depositary Shares","Y",118.15,2.5
"LXRX","Lexicon Pharmaceuticals, Inc. - Common Stock","Y",720.82,55.4
"LYFT","Lyft, Inc. - Class A Common Stock","Y",20680,249.31
"LYL","Dragon Victory International Limited - Ordinary Shares","Y",15.1,5.7
"LYRA","Lyra Therapeutics, Inc. - Common Stock","Y",146.97,9.52
"LYTS","LSI Industries Inc. - Common Stock","Y",228.18,24.08
"MACK","Merrimack Pharmaceuticals, Inc. - Common Stock","Y",102.09,12.95
"MAGS","Magal Security Systems Ltd. - Ordinary Shares","Y",94.24,13.28
"MANH","Manhattan Associates, Inc. - Common Stock","Y",7680,62.92
"MANT","ManTech International Corporation - Class A Common Stock","Y",3440,27.01
"MAR","Marriott International - Class A Common Stock","Y",48330,270.52
"MARA","Marathon Patent Group, Inc. - Common Stock","Y",3800,94.06
"MARK","Remark Holdings, Inc. - Common Stock","Y",185.66,90.93
"MASI","Masimo Corporation - Common Stock","Y",13340,50.79
"MAT","Mattel, Inc. - Common Stock","Y",7280,346.74
"MATW","Matthews International Corporation - Class A Common Stock","Y",1340,29.98
"MAXN","Maxeon Solar Technologies, Ltd. - Ordinary Shares","Y",660.11,13.59
"MAYS","J. W. Mays, Inc. - Common Stock","Y",55.27,0.39
"MBCN","Middlefield Banc Corp. - Common Stock","Y",NA,NA
"MBII","Marrone Bio Innovations, Inc. - Common Stock","Y",312.49,83.01
"MBIN","Merchants Bancorp - Common Stock","Y",1140,13.61
"MBINO","Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate","Y",NA,NA
"MBINP","Merchants Bancorp - 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock","Y",NA,NA
"MBIO","Mustang Bio, Inc. - Common Stock","Y",251.4,50.23
"MBNKP","Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F","Y",NA,NA
"MBOT","Microbot Medical Inc.  - Common Stock","Y",53.51,6.81
"MBRX","Moleculin Biotech, Inc. - Common Stock","Y",99.1,27.87
"MBUU","Malibu Boats, Inc. - Common Stock","Y",1720,20.2
"MBWM","Mercantile Bank Corporation - Common Stock","Y",522.77,14.93
"MCAC","Mountain Crest Acquisition Corp. - Common Stock","Y",NA,NA
"MCBC","Macatawa Bank Corporation - Common Stock","Y",335.06,25.93
"MCBS","MetroCity Bankshares, Inc. - Common Stock","Y",376.21,16.73
"MCEP","Mid-Con Energy Partners, LP - Common Units","Y",NA,NA
"MCFE","McAfee Corp. - Class A Common Stock","Y",11300,156.99
"MCFT","MasterCraft Boat Holdings, Inc. - Common Stock","Y",504.25,18.26
"MCHP","Microchip Technology Incorporated - Common Stock","Y",42030,263.71
"MCHX","Marchex, Inc. - Class B Common Stock","Y",114.52,27.49
"MCMJ","Merida Merger Corp. I - Common Stock","Y",NA,NA
"MCRB","Seres Therapeutics, Inc. - Common Stock","Y",1860,82.8
"MCRI","Monarch Casino & Resort, Inc. - Common Stock","Y",1210,13.57
"MDB","MongoDB, Inc. - Class A Common Stock","Y",18630,58.56
"MDCA","MDC Partners Inc. - Class A Subordinate Voting Shares","Y",265.93,69.33
"MDGL","Madrigal Pharmaceuticals, Inc. - Common Stock","Y",1970,12.46
"MDGS","Medigus Ltd. - American Depositary Shares","Y",43.55,NA
"MDIA","Mediaco Holding Inc. - Class A Common Stock","Y",23.39,1.49
"MDJH","MDJM LTD - Ordinary Shares","Y",51.22,1.42
"MDLZ","Mondelez International, Inc. - Class A Common Stock","Y",82380,1400
"MDNA","Medicenna Therapeutics Corp. - Common Shares","Y",204.2,36.63
"MDRR","Medalist Diversified REIT, Inc. - Common Stock","Y",9.2,3.29
"MDRRP","Medalist Diversified REIT, Inc. - Series A Cumulative Redeemable Preferred Stock","Y",NA,NA
"MDRX","Allscripts Healthcare Solutions, Inc. - common stock","Y",2210,139.22
"MDWD","MediWound Ltd. - Ordinary Shares","Y",136.4,15.57
"MEDP","Medpace Holdings, Inc. - Common Stock","Y",6680,28.52
"MEDS","Trxade Group, Inc. - Common Stock","Y",34.7,3.13
"MEIP","MEI Pharma, Inc. - Common Stock","Y",376.29,109.33
"MELI","MercadoLibre, Inc. - Common Stock","Y",78720,45.77
"MEOH","Methanex Corporation - Common Stock","Y",2810,75.93
"MERC","Mercer International Inc. - Common Stock","Y",1060,37.3
"MESA","Mesa Air Group, Inc. - Common Stock","Y",416.52,30.93
"MESO","Mesoblast Limited - American Depositary Shares","Y",1140,101.86
"METC","Ramaco Resources, Inc. - Common Stock","Y",180.23,11.11
"METX","Meten EdtechX Education Group Ltd. - Ordinary Shares","Y",99.75,13.2
"MFH","Mercurity Fintech Holding Inc. - American Depositary Shares","Y",46.25,5.58
"MFIN","Medallion Financial Corp. - Common Stock","Y",193.36,20.59
"MFINL","Medallion Financial Corp. - 9.000% Notes due 2021","Y",NA,NA
"MFNC","Mackinac Financial Corporation - Common Stock","Y",222.07,9.86
"MGEE","MGE Energy Inc. - Common Stock","Y",2660,36.1
"MGEN","Miragen Therapeutics, Inc. - Common Stock","Y",NA,NA
"MGI","Moneygram International, Inc. - Common Stock","Y",564.08,68.09
"MGIC","Magic Software Enterprises Ltd. - Ordinary Shares","Y",783.64,26.01
"MGLN","Magellan Health, Inc. - Common Stock","Y",2440,25.64
"MGNI","Magnite, Inc. - Common Stock","Y",4370,106.79
"MGNX","MacroGenics, Inc. - Common Stock","Y",1960,53.31
"MGPI","MGP Ingredients, Inc. - Common Stock","Y",1060,13.11
"MGRC","McGrath RentCorp - Common Stock","Y",1940,23.89
"MGTA","Magenta Therapeutics, Inc. - Common Stock","Y",502,42.61
"MGTX","MeiraGTx Holdings plc - Ordinary Shares","Y",599.72,28.06
"MGYR","Magyar Bancorp, Inc. - Common Stock","Y",79.6,2.39
"MHLD","Maiden Holdings, Ltd. - Common Stock","Y",283.21,61.94
"MICT","MICT, Inc. - Common Stock","Y",182.7,34.85
"MIDD","The Middleby Corporation - Common Stock","Y",9120,54.38
"MIK","The Michaels Companies, Inc. - Common Stock","Y",3110,87.81
"MIME","Mimecast Limited - Ordinary Shares","Y",2640,59.19
"MIND","MIND Technology, Inc. - Common Stock","Y",31.21,11.22
"MINDP","MIND Technology, Inc. - Series A 9.00% Series A Cumulative Preferred Stock","Y",NA,NA
"MIRM","Mirum Pharmaceuticals, Inc. - common stock","Y",543.23,12.07
"MIST","Milestone Pharmaceuticals Inc. - Common Shares","Y",162.71,26.97
"MITK","Mitek Systems, Inc. - Common Stock","Y",626.54,41.49
"MITO","Stealth BioTherapeutics Corp. - American Depositary Shares","Y",64.9,5.03
"MKD","Molecular Data Inc. - ADS","Y",112.66,42.96
"MKGI","Monaker Group, Inc. - Common Stock","Y",46.31,11.67
"MKSI","MKS Instruments, Inc. - Common Stock","Y",10080,54.49
"MKTX","MarketAxess Holdings, Inc. - Common Stock","Y",20430,36.88
"MLAB","Mesa Laboratories, Inc. - Common Stock","Y",1300,4.79
"MLAC","Malacca Straits Acquisition Company Limited - Class A Ordinary Shares","Y",177.7,14.38
"MLCO","Melco Resorts & Entertainment Limited - American Depositary Shares ","Y",9480,463.85
"MLHR","Herman Miller, Inc. - Common Stock","Y",2360,58.57
"MLND","Millendo Therapeutics, Inc.  - Common Stock","Y",19.31,17.8
"MLVF","Malvern Bancorp, Inc. - Common Stock","Y",144.75,7.23
"MMAC","MMA Capital Holdings, Inc. - Common Stock","Y",94.42,4.49
"MMLP","Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests","Y",86.31,31.83
"MMSI","Merit Medical Systems, Inc. - Common Stock","Y",3370,53.76
"MMYT","MakeMyTrip Limited - Ordinary Shares","Y",2620,46.09
"MNCL","Monocle Acquisition Corporation - Common Stock","Y",NA,NA
"MNDO","MIND C.T.I. Ltd. - Ordinary Shares","Y",57.39,16.56
"MNKD","MannKind Corporation - Common Stock","Y",1070,236.42
"MNOV","MediciNova, Inc. - Common Stock","Y",225.88,40.37
"MNPR","Monopar Therapeutics Inc. - Common Stock","Y",69.79,3.03
"MNRO","Monro, Inc.  - Common Stock","Y",2260,32.91
"MNSB","MainStreet Bancshares, Inc. - Common Stock","Y",153.98,1.51
"MNSBP","MainStreet Bancshares, Inc. - Depositary Shares","Y",NA,NA
"MNST","Monster Beverage Corporation - Common Stock","Y",50510,374.49
"MNTX","Manitex International, Inc. - common stock","Y",177.23,14.35
"MOBL","MobileIron, Inc. - Common Stock","Y",NA,NA
"MOFG","MidWestOne Financial Group, Inc. - Common Stock","Y",484.94,14.79
"MOGO","Mogo Inc. - Common Shares","Y",327.74,46.42
"MOHO","ECMOHO Limited - American Depositary Shares","Y",61.94,12.24
"MOMO","Momo Inc. - American Depositary Shares","Y",2970,199.48
"MOR","MorphoSys AG - American Depositary Shares","Y",2960,130.8
"MORF","Morphic Holding, Inc. - Common Stock","Y",1930,19.65
"MORN","Morningstar, Inc. - Common Stock","Y",10100,23.05
"MOSY","MoSys, Inc. - Common Stock","Y",22.05,3.51
"MOTS","Motus GI Holdings, Inc. - Common Stock","Y",49.48,26.55
"MOXC","Moxian, Inc. - Common Stock","Y",73.52,7.41
"MPAA","Motorcar Parts of America, Inc. - Common Stock","Y",403.62,18.58
"MPB","Mid Penn Bancorp - Common Stock","Y",213.87,5.67
"MPWR","Monolithic Power Systems, Inc. - Common Stock","Y",16990,43.86
"MRAM","Everspin Technologies, Inc. - Common Stock","Y",98.56,18.34
"MRBK","Meridian Corporation - Common Stock","Y",NA,NA
"MRCC","Monroe Capital Corporation - Common Stock","Y",229.23,NA
"MRCCL","Monroe Capital Corporation - 5.75% Notes due 2023","Y",NA,NA
"MRCY","Mercury Systems Inc - Common Stock","Y",4330,55.11
"MREO","Mereo BioPharma Group plc - American Depositary Shares","Y",343.28,14.29
"MRIN","Marin Software Incorporated - Common Stock","Y",18.14,9.98
"MRKR","Marker Therapeutics, Inc. - Common Stock","Y",161.64,33.67
"MRLN","Marlin Business Services Corp. - Common Stock","Y",245.07,11.07
"MRNA","Moderna, Inc. - Common Stock","Y",60640,356.19
"MRNS","Marinus Pharmaceuticals, Inc. - Common Stock","Y",522.81,24.61
"MRSN","Mersana Therapeutics, Inc. - Common Stock","Y",1140,66.83
"MRTN","Marten Transport, Ltd. - Common Stock","Y",1470,58.81
"MRTX","Mirati Therapeutics, Inc. - Common Stock","Y",8140,45.89
"MRUS","Merus N.V. - Common Shares","Y",857.26,22.73
"MRVL","Marvell Technology Group Ltd. - Common Stock","Y",32090,665.68
"MSBI","Midland States Bancorp, Inc. - Common Stock","Y",634.02,20.1
"MSEX","Middlesex Water Company - Common Stock","Y",1430,16.88
"MSFT","Microsoft Corporation - Common Stock","Y",1942190,7540
"MSON","MISONIX, Inc. - Common Stock","Y",340.55,13.62
"MSTR","MicroStrategy Incorporated - Class A Common Stock","Y",6520,5.65
"MSVB","Mid-Southern Bancorp, Inc. - Common Stock","Y",44.34,2.75
"MTBC","MTBC, Inc. - Common Stock","Y",114.85,7.63
"MTBCP","MTBC, Inc. - 11% Series A Cumulative Redeemable Perpetual Preferred Stock","Y",NA,NA
"MTC","MMTec, Inc. - Common Shares","Y",44.96,7.73
"MTCH","Match Group, Inc. - Common Stock","Y",39150,257.22
"MTCR","Metacrine, Inc. - Common Stock","Y",113.76,20.34
"MTEM","Molecular Templates, Inc. - Common Stock","Y",498.39,35.63
"MTEX","Mannatech, Incorporated - Common Stock","Y",42.22,1.04
"MTLS","Materialise NV - American Depositary Shares","Y",1670,8
"MTP","Midatech Pharma PLC - American Depositary Shares","Y",23.32,6.25
"MTRX","Matrix Service Company - Common Stock","Y",347.05,25.8
"MTSC","MTS Systems Corporation - Common Stock","Y",NA,NA
"MTSI","MACOM Technology Solutions Holdings, Inc. - Common Stock","Y",4080,47.93
"MTSL","MER Telemanagement Solutions Ltd. - Ordinary Shares","Y",11.78,2.58
"MU","Micron Technology, Inc. - Common Stock","Y",98720,1120
"MVBF","MVB Financial Corp. - Common Stock","Y",479.1,10.13
"MVIS","MicroVision, Inc. - Common Stock","Y",1710,145.1
"MWK","Mohawk Group Holdings, Inc. - Common Stock","Y",671.45,13.94
"MXIM","Maxim Integrated Products, Inc. - Common Stock","Y",25280,266.45
"MYFW","First Western Financial, Inc. - Common Stock","Y",206.18,6.21
"MYGN","Myriad Genetics, Inc. - Common Stock","Y",2190,73.4
"MYL","Mylan N.V. - Common Stock","Y",NA,NA
"MYOK","MyoKardia, Inc. - Common Stock","Y",NA,NA
"MYOS","MYOS RENS Technology Inc. - Common Stock","Y",NA,NA
"MYRG","MYR Group, Inc. - Common Stock","Y",1170,16.27
"MYSZ","My Size, Inc. - Common Stock","Y",12.15,11.79
