Date,Open,High,Low,Close,Adj Close,Volume
4/16/1993,44.96875,45.03125,44.875,44.9375,26.598322,47900
4/19/1993,44.9375,45.0625,44.71875,44.75,26.487343,157000
4/20/1993,44.6875,44.75,44.25,44.53125,26.35787,279500
4/21/1993,44.625,44.625,44.375,44.5,26.339361,67900
4/22/1993,44.3125,44.6875,43.9375,43.9375,26.006426,97700
4/23/1993,43.84375,43.96875,43.6875,43.75,25.895456,106000
4/26/1993,43.78125,43.9375,43.28125,43.40625,25.69198,62600
4/27/1993,43.34375,43.875,43.34375,43.875,25.96944,156800
4/28/1993,43.8125,43.90625,43.71875,43.78125,25.913935,85900
4/29/1993,43.875,43.96875,43.625,43.96875,26.024937,85000
4/30/1993,44.125,44.28125,44.03125,44.03125,26.061916,88500
5/3/1993,44.09375,44.3125,43.90625,44.3125,26.228386,80500
5/4/1993,44.40625,44.625,44.34375,44.46875,26.320871,149100
5/5/1993,44.46875,44.75,44.46875,44.59375,26.394857,109000
5/6/1993,44.53125,44.5625,44.40625,44.4375,26.302385,54700
5/7/1993,44.46875,44.46875,44.28125,44.34375,26.246874,68000
5/10/1993,44.40625,44.6875,44.40625,44.4375,26.302385,113900
5/11/1993,44.4375,44.625,44.3125,44.625,26.413349,42600
5/12/1993,44.4375,44.59375,44.4375,44.5625,26.376389,31000
5/13/1993,44.375,44.375,44,44.03125,26.061916,129100
5/14/1993,44.03125,44.15625,43.96875,44,26.043427,63500
5/17/1993,44.125,44.15625,43.9375,44.15625,26.135897,34000
5/18/1993,44.1875,44.21875,43.96875,44.125,26.117411,105200
5/19/1993,44.125,45.03125,43.84375,45.03125,26.653803,50200
5/20/1993,45.03125,45.15625,44.9375,45.15625,26.727804,98200
5/21/1993,45.1875,45.25,44.71875,44.75,26.487343,221400
5/24/1993,44.84375,45.09375,44.84375,44.9375,26.598322,30500
5/25/1993,45.125,45.125,45.03125,45.03125,26.653803,191800
5/26/1993,45.15625,45.625,45.125,45.59375,26.98675,102400
5/27/1993,45.65625,45.65625,45.375,45.4375,26.894283,53800
5/28/1993,45.40625,45.40625,45,45.21875,26.764803,79100
6/1/1993,45.375,45.8125,45.3125,45.65625,27.023746,28300
6/2/1993,45.53125,45.75,45.34375,45.59375,26.98675,20300
6/3/1993,45.5,45.5,45.34375,45.4375,26.894283,21600
6/4/1993,45.3125,45.3125,45.09375,45.28125,26.80179,32000
6/7/1993,45.375,45.375,45.125,45.125,26.709299,121400
6/8/1993,45,45,44.71875,44.71875,26.468836,104500
6/9/1993,44.875,45.0625,44.8125,44.875,26.561325,43300
6/10/1993,44.84375,44.9375,44.75,44.90625,26.579815,17900
6/11/1993,45.0625,45.15625,44.90625,45.09375,26.690807,647400
6/14/1993,45.15625,45.1875,45.03125,45.03125,26.653803,64200
6/15/1993,45.09375,45.125,44.9375,44.9375,26.598322,142400
6/16/1993,44.9375,45.03125,44.8125,45.03125,26.653803,330900
6/17/1993,45.125,45.1875,45.03125,45.1875,26.746304,37400
6/18/1993,44.84375,44.84375,44.5,44.5,26.526043,58500
6/21/1993,44.625,44.625,44.53125,44.59375,26.58193,29300
6/22/1993,44.65625,44.65625,44.5625,44.625,26.600544,137500
6/23/1993,44.625,44.625,44.21875,44.21875,26.35837,227600
6/24/1993,44.34375,44.8125,44.34375,44.8125,26.712313,243700
6/25/1993,44.78125,44.90625,44.75,44.78125,26.693693,44800
6/28/1993,45,45.28125,44.9375,45.28125,26.991745,439900
6/29/1993,45.21875,45.21875,45,45.0625,26.861341,207500
6/30/1993,45.125,45.21875,45,45.0625,26.861341,437600
7/1/1993,45.125,45.125,44.875,44.9375,26.786833,605700
7/2/1993,44.78125,44.8125,44.53125,44.6875,26.6378,285400
7/6/1993,44.625,44.75,44.15625,44.21875,26.35837,246400
7/7/1993,44.1875,44.40625,44.1875,44.34375,26.432894,343700
7/8/1993,44.375,44.9375,44.3125,44.84375,26.730955,248200
7/9/1993,44.84375,44.96875,44.75,44.96875,26.805462,378200
7/12/1993,44.90625,44.96875,44.84375,44.9375,26.786833,373700
7/13/1993,44.96875,45.09375,44.65625,44.90625,26.76819,389600
7/14/1993,44.9375,45.1875,44.90625,45.0625,26.861341,617300
7/15/1993,45.03125,45.03125,44.78125,44.875,26.749569,443800
7/16/1993,44.90625,44.9375,44.6875,44.75,26.67506,216400
7/19/1993,44.75,44.75,44.59375,44.71875,26.656422,188200
7/20/1993,44.6875,44.84375,44.46875,44.84375,26.730955,68500
7/21/1993,44.78125,44.8125,44.65625,44.8125,26.712313,142700
7/22/1993,44.75,44.8125,44.5,44.5,26.526043,632400
7/23/1993,44.59375,44.71875,44.5625,44.71875,26.656422,286200
7/26/1993,44.84375,45.0625,44.84375,44.96875,26.805462,121300
7/27/1993,45,45.03125,44.78125,44.9375,26.786833,92800
7/28/1993,44.84375,44.9375,44.78125,44.84375,26.730955,30800
7/29/1993,44.9375,45.21875,44.875,45.09375,26.879974,331000
7/30/1993,45.09375,45.09375,44.78125,44.84375,26.730955,75300
8/2/1993,44.90625,45.125,44.90625,44.96875,26.805462,41300
8/3/1993,45.0625,45.1875,44.84375,45,26.824083,81600
8/4/1993,45,45.09375,44.875,45,26.824083,434000
8/5/1993,45,45,44.84375,44.90625,26.76819,36800
8/6/1993,45.03125,45.0625,44.90625,44.96875,26.805462,402300
8/9/1993,45.09375,45.34375,45,45.21875,26.954494,828200
8/10/1993,45.1875,45.21875,45.125,45.1875,26.935854,604900
8/11/1993,45.15625,45.3125,45.15625,45.1875,26.935854,542200
8/12/1993,45.3125,45.3125,44.90625,45.0625,26.861341,303700
8/13/1993,45.09375,45.15625,45.09375,45.125,26.898592,103500
8/16/1993,45.15625,45.5,45.15625,45.375,27.047621,241800
8/17/1993,45.34375,45.53125,45.34375,45.53125,27.140766,369300
8/18/1993,45.6875,45.875,45.65625,45.78125,27.289783,414300
8/19/1993,45.8125,45.8125,45.71875,45.78125,27.289783,28500
8/20/1993,45.6875,45.8125,45.65625,45.8125,27.308407,80700
8/23/1993,45.625,45.75,45.625,45.71875,27.252527,15600
8/24/1993,45.71875,46.21875,45.71875,46.21875,27.550568,273400
8/25/1993,46.21875,46.4375,46.15625,46.25,27.569208,242300
8/26/1993,46.28125,46.53125,46.09375,46.28125,27.587828,120000
8/27/1993,46.15625,46.25,46.15625,46.25,27.569208,25700
8/30/1993,46.28125,46.5,46.28125,46.4375,27.680962,183500
8/31/1993,46.40625,46.5625,46.34375,46.5625,27.755482,66500
9/1/1993,46.40625,46.59375,46.40625,46.5,27.718225,136500
9/2/1993,46.53125,46.59375,46.3125,46.34375,27.62508,472400
9/3/1993,46.3125,46.4375,46.25,46.375,27.643705,630500
9/7/1993,46.375,46.4375,46,46.0625,27.457436,196400
9/8/1993,46.0625,46.0625,45.59375,45.90625,27.364307,269900
9/9/1993,45.71875,46.03125,45.71875,46,27.420183,239200
9/10/1993,46.125,46.4375,46.0625,46.40625,27.66234,106500
9/13/1993,46.5625,46.5625,46.4375,46.4375,27.680962,66900
9/14/1993,46.3125,46.3125,46.09375,46.25,27.569208,184500
9/15/1993,46.0625,46.40625,45.90625,46.375,27.643705,101000
9/16/1993,46.3125,46.34375,46.15625,46.1875,27.531944,54300
9/17/1993,45.875,45.90625,45.75,45.8125,27.478567,200900
9/20/1993,45.875,45.96875,45.4375,45.4375,27.253635,57800
9/21/1993,45.5,45.5625,44.8125,45.28125,27.159912,318200
9/22/1993,45.4375,45.71875,45.375,45.65625,27.384834,439700
9/23/1993,45.78125,45.9375,45.71875,45.90625,27.534798,88500
9/24/1993,45.84375,45.875,45.71875,45.78125,27.459816,53500
9/27/1993,46.125,46.28125,46.125,46.28125,27.759724,274600
9/28/1993,46.3125,46.3125,46.15625,46.1875,27.703505,158300
9/29/1993,46.1875,46.3125,45.96875,46.03125,27.609768,221000
9/30/1993,46.03125,46.125,45.84375,45.9375,27.553539,99300
10/1/1993,45.875,46.21875,45.8125,46.15625,27.684744,22700
10/4/1993,46.21875,46.21875,46.09375,46.21875,27.722233,1038500
10/5/1993,46.3125,46.3125,46,46.15625,27.684744,436500
10/6/1993,46.1875,46.375,46.125,46.125,27.666004,209200
10/7/1993,46.1875,46.1875,45.96875,46,27.591022,59400
10/8/1993,46.125,46.15625,45.71875,46.0625,27.628521,54400
10/11/1993,46.15625,46.25,46.15625,46.15625,27.684744,467100
10/12/1993,46.21875,46.25,46.1875,46.21875,27.722233,26200
10/13/1993,46.25,46.25,46.15625,46.21875,27.722233,139100
10/14/1993,46.40625,46.8125,46.28125,46.8125,28.078362,108100
10/15/1993,47.03125,47.15625,46.90625,47.0625,28.228321,1502500
10/18/1993,47.03125,47.03125,46.875,46.9375,28.153351,722400
10/19/1993,46.875,46.96875,46.59375,46.59375,27.947166,880100
10/20/1993,46.75,46.75,46.5625,46.65625,27.984636,230400
10/21/1993,46.6875,46.6875,46.53125,46.59375,27.947166,56200
10/22/1993,46.65625,46.84375,46.375,46.375,27.815947,390700
10/25/1993,46.40625,46.5625,46.28125,46.5,27.89093,114500
10/26/1993,46.46875,46.5,46.3125,46.46875,27.872175,186200
10/27/1993,46.40625,46.53125,46.40625,46.5,27.89093,118400
10/28/1993,46.5625,46.96875,46.5625,46.84375,28.097107,129600
10/29/1993,46.8125,46.875,46.78125,46.84375,28.097107,80700
11/1/1993,46.78125,47,46.78125,46.96875,28.172079,36400
11/2/1993,46.90625,47,46.65625,46.9375,28.153351,262100
11/3/1993,46.90625,46.90625,46.125,46.34375,27.797211,479100
11/4/1993,46.34375,46.34375,45.8125,45.84375,27.497299,130400
11/5/1993,45.71875,46.0625,45.53125,46.0625,27.628521,363200
11/8/1993,46.09375,46.25,45.96875,46.125,27.666004,367600
11/9/1993,46.4375,46.46875,46.125,46.15625,27.684744,246900
11/10/1993,46.15625,46.5,46.03125,46.5,27.89093,46500
11/11/1993,46.5,46.625,46.34375,46.375,27.815947,88900
11/12/1993,46.46875,46.75,46.4375,46.59375,27.947166,108200
11/15/1993,46.6875,46.6875,46.4375,46.5625,27.928411,243300
11/16/1993,46.65625,46.8125,46.46875,46.78125,28.059629,492600
11/17/1993,46.8125,46.8125,46.40625,46.53125,27.909666,39600
11/18/1993,46.46875,46.5625,46.28125,46.40625,27.83469,240800
11/19/1993,46.25,46.375,46.21875,46.3125,27.778465,106000
11/22/1993,46.1875,46.21875,45.875,46.03125,27.609768,165300
11/23/1993,46.28125,46.3125,46.03125,46.28125,27.759724,89700
11/24/1993,46.40625,46.5,46.34375,46.46875,27.872175,77200
11/26/1993,46.59375,46.59375,46.46875,46.5,27.89093,1019800
11/29/1993,46.625,46.71875,46.3125,46.3125,27.778465,517500
11/30/1993,46.28125,46.5625,46.25,46.34375,27.797211,230000
12/1/1993,46.59375,46.625,46.40625,46.40625,27.83469,379200
12/2/1993,46.5,46.5625,46.40625,46.53125,27.909666,352000
12/3/1993,46.5,46.71875,46.5,46.71875,28.022135,306000
12/6/1993,46.78125,46.9375,46.78125,46.875,28.115839,99500
12/7/1993,46.875,46.90625,46.78125,46.84375,28.097107,88800
12/8/1993,46.84375,46.84375,46.78125,46.84375,28.097107,146700
12/9/1993,46.84375,46.90625,46.625,46.6875,28.003384,416500
12/10/1993,46.71875,46.71875,46.5,46.59375,27.947166,412900
12/13/1993,46.59375,46.875,46.53125,46.875,28.115839,273200
12/14/1993,46.90625,46.90625,46.53125,46.53125,27.909666,41900
12/15/1993,46.59375,46.625,46.46875,46.46875,27.872175,82600
12/16/1993,46.65625,46.65625,46.5625,46.625,27.965914,78200
12/17/1993,46.40625,46.59375,46.375,46.5625,28.119587,104700
12/20/1993,46.53125,46.65625,46.5,46.625,28.157335,68800
12/21/1993,46.5625,46.5625,46.40625,46.46875,28.062981,205700
12/22/1993,46.59375,46.8125,46.5,46.78125,28.251717,410300
12/23/1993,46.75,46.84375,46.6875,46.75,28.232845,533800
12/27/1993,46.75,47,46.75,47,28.383814,447100
12/28/1993,46.96875,47.125,46.9375,47.09375,28.440428,880600
12/29/1993,47.125,47.15625,47,47.03125,28.40267,266700
12/30/1993,47,47,46.75,46.84375,28.289469,219900
12/31/1993,46.9375,47,46.5625,46.59375,28.138472,312900
1/3/1994,46.59375,46.65625,46.40625,46.46875,28.062981,960900
1/4/1994,46.53125,46.65625,46.46875,46.65625,28.176218,164300
1/5/1994,46.71875,46.78125,46.53125,46.75,28.232845,710900
1/6/1994,46.8125,46.84375,46.6875,46.75,28.232845,201000
1/7/1994,46.84375,47.0625,46.71875,47.03125,28.40267,775500
1/10/1994,47.09375,47.59375,46.96875,47.59375,28.742371,593700
1/11/1994,47.5625,47.5625,47.34375,47.5,28.685766,295200
1/12/1994,47.53125,47.53125,47.1875,47.34375,28.591408,158400
1/13/1994,47.21875,47.3125,47.15625,47.21875,28.515926,244300
1/14/1994,47.375,47.5,47.375,47.40625,28.629154,137200
1/17/1994,47.40625,47.46875,47.3125,47.40625,28.629154,17700
1/18/1994,47.46875,47.53125,47.375,47.46875,28.666893,166400
1/19/1994,47.40625,47.46875,47.25,47.34375,28.591408,200800
1/20/1994,47.40625,47.5,47.375,47.46875,28.666893,281100
1/21/1994,47.53125,47.53125,47.34375,47.375,28.610273,85600
1/24/1994,47.34375,47.5625,47.1875,47.1875,28.497049,373800
1/25/1994,47.21875,47.25,47.09375,47.1875,28.497049,310400
1/26/1994,47.1875,47.34375,47.125,47.3125,28.572531,145100
1/27/1994,47.40625,47.8125,47.34375,47.75,28.836733,344500
1/28/1994,47.9375,48.03125,47.875,47.875,28.912218,356500
1/31/1994,48.0625,48.3125,48,48.21875,29.119831,313800
2/1/1994,48.15625,48.15625,47.90625,47.96875,28.968853,303600
2/2/1994,48.125,48.28125,48.09375,48.28125,29.157568,307600
2/3/1994,48.1875,48.1875,47.90625,48.0625,29.025473,466100
2/4/1994,48.0625,48.125,46.96875,46.96875,28.364937,1403200
2/7/1994,46.84375,47.3125,46.84375,47.1875,28.497049,516400
2/8/1994,47.28125,47.28125,47.03125,47.21875,28.515926,188200
2/9/1994,47.25,47.4375,47.1875,47.40625,28.629154,144600
2/10/1994,47.375,47.40625,47,47,28.383814,883900
2/11/1994,47.03125,47.28125,46.8125,47.15625,28.47817,519400
2/14/1994,47.0625,47.375,47,47.21875,28.515926,2742100
2/15/1994,47.3125,47.5,47.25,47.46875,28.666893,374700
2/16/1994,47.53125,47.53125,47.34375,47.4375,28.648026,287600
2/17/1994,47.65625,47.6875,47.03125,47.15625,28.47817,342400
2/18/1994,47.1875,47.21875,46.75,46.875,28.308331,313300
2/22/1994,47,47.34375,47,47.34375,28.591408,154500
2/23/1994,47.40625,47.4375,47.0625,47.21875,28.515926,391700
2/24/1994,47.0625,47.0625,46.5625,46.59375,28.138472,770800
2/25/1994,46.65625,46.8125,46.5625,46.8125,28.270565,531300
2/28/1994,46.9375,47.0625,46.8125,46.8125,28.270565,333000
3/1/1994,46.8125,46.90625,46.375,46.625,28.157335,423600
3/2/1994,46.03125,46.6875,45.90625,46.6875,28.195089,581500
3/3/1994,46.625,46.625,46.4375,46.5625,28.119587,223200
3/4/1994,46.5625,46.8125,46.40625,46.6875,28.195089,595800
3/7/1994,46.84375,47,46.84375,46.9375,28.346073,539800
3/8/1994,46.96875,46.96875,46.6875,46.75,28.232845,880300
3/9/1994,46.8125,47,46.59375,46.96875,28.364937,2500100
3/10/1994,46.9375,46.9375,46.4375,46.59375,28.138472,207400
3/11/1994,46.65625,46.90625,46.40625,46.84375,28.289469,576600
3/14/1994,47.03125,47.03125,46.84375,46.90625,28.327208,345900
3/15/1994,47,47.09375,46.84375,46.875,28.308331,748600
3/16/1994,46.9375,47.25,46.78125,47.25,28.534777,455500
3/17/1994,47.09375,47.3125,47.09375,47.25,28.534777,133000
3/18/1994,46.75,47.03125,46.71875,46.96875,28.528551,365500
3/21/1994,46.8125,46.9375,46.71875,46.84375,28.452646,324800
3/22/1994,46.84375,47.0625,46.75,46.96875,28.528551,435700
3/23/1994,46.9375,47.0625,46.90625,46.9375,28.509583,698500
3/24/1994,46.75,46.84375,46.15625,46.375,28.167919,1200500
3/25/1994,46.40625,46.53125,45.9375,45.9375,27.902195,100900
3/28/1994,46,46.0625,45.59375,46,27.940142,1117200
3/29/1994,46,46.03125,45.09375,45.09375,27.3897,338400
3/30/1994,45.125,45.25,44.46875,44.46875,27.010063,1123900
3/31/1994,44.46875,44.6875,43.53125,44.59375,27.086002,788800
4/4/1994,43.34375,44.03125,43.34375,43.90625,26.668411,2627300
4/5/1994,44.34375,44.8125,44.34375,44.8125,27.218857,1179000
4/6/1994,44.875,44.90625,44.5,44.8125,27.218857,516500
4/7/1994,44.78125,45.125,44.53125,45.03125,27.351727,666100
4/8/1994,44.9375,44.9375,44.46875,44.6875,27.142941,242400
4/11/1994,44.8125,45.0625,44.703125,44.875,27.256828,203300
4/12/1994,44.921875,45,44.71875,44.8125,27.218857,1409200
4/13/1994,44.796875,44.90625,44.25,44.578125,27.076509,364100
4/14/1994,44.5,44.828125,44.40625,44.59375,27.086002,419900
4/15/1994,44.578125,44.78125,44.515625,44.59375,27.086002,387300
4/18/1994,44.640625,44.765625,44.15625,44.296875,26.905672,369100
4/19/1994,44.25,44.53125,43.984375,44.359375,26.943632,472200
4/20/1994,44.40625,44.515625,44.078125,44.3125,26.915159,508000
4/21/1994,44.5,44.96875,44.34375,44.90625,27.275812,200300
4/22/1994,45.015625,45.046875,44.734375,44.859375,27.247339,301800
4/25/1994,44.84375,45.359375,44.84375,45.328125,27.532055,394600
4/26/1994,45.265625,45.34375,45.1875,45.28125,27.503584,399000
4/28/1994,45.1875,45.25,44.8125,44.953125,27.304279,287000
4/29/1994,44.875,45.15625,44.8125,45.09375,27.3897,481900
5/2/1994,45.09375,45.71875,44.9375,45.375,27.56052,275000
5/3/1994,45.390625,45.40625,45.0625,45.328125,27.532055,183400
5/4/1994,45.421875,45.421875,45.078125,45.25,27.484585,401900
5/5/1994,45.296875,45.375,45.1875,45.1875,27.446619,659800
5/6/1994,44.96875,44.96875,44.59375,44.75,27.180912,216300
5/9/1994,44.625,44.75,44.28125,44.359375,26.943632,499300
5/10/1994,44.578125,44.84375,44.546875,44.703125,27.152435,583400
5/11/1994,44.65625,44.71875,44.171875,44.296875,26.905672,210600
5/12/1994,44.578125,44.625,44.40625,44.515625,27.038557,305200
5/13/1994,44.640625,44.640625,44.296875,44.515625,27.038557,321300
5/16/1994,44.609375,44.75,44.515625,44.53125,27.048046,450400
5/17/1994,44.5625,45.1875,44.5,45.1875,27.446619,470200
5/18/1994,45.21875,45.6875,45.015625,45.515625,27.645947,824800
5/19/1994,45.421875,45.859375,45.421875,45.734375,27.778824,531000
5/20/1994,45.65625,45.6875,45.5,45.5625,27.674402,370400
5/23/1994,45.515625,45.53125,45.34375,45.484375,27.626959,262700
5/24/1994,45.609375,45.84375,45.609375,45.671875,27.740849,549600
5/25/1994,45.5,45.828125,45.34375,45.796875,27.816765,738200
5/26/1994,45.78125,45.9375,45.734375,45.828125,27.835749,369600
5/27/1994,45.75,45.875,45.671875,45.875,27.86422,162000
5/31/1994,45.734375,45.90625,45.65625,45.8125,27.826265,160000
6/1/1994,45.703125,46.015625,45.5625,46.015625,27.949627,200500
6/2/1994,46.046875,46.046875,45.890625,45.96875,27.921169,55100
6/3/1994,46,46.390625,45.859375,46.234375,28.082487,550400
6/6/1994,46.328125,46.46875,46.1875,46.21875,28.073004,99300
6/7/1994,46.140625,46.21875,46.03125,46.15625,28.035049,120600
6/8/1994,46.265625,46.265625,45.78125,45.78125,27.807278,131900
6/9/1994,45.984375,46.03125,45.890625,46.03125,27.959122,80500
6/10/1994,46.078125,46.203125,46.078125,46.109375,28.006578,83100
6/13/1994,46.046875,46.1875,46.03125,46.171875,28.044527,109700
6/14/1994,46.3125,46.546875,46.3125,46.53125,28.262819,161000
6/15/1994,46.546875,46.5625,46.3125,46.34375,28.148935,142800
6/16/1994,46.34375,46.46875,46.296875,46.4375,28.205881,44000
6/17/1994,46.15625,46.203125,45.8125,45.875,28.048447,403800
6/20/1994,45.546875,45.625,45.4375,45.484375,27.80961,137400
6/21/1994,45.453125,45.453125,44.90625,45.09375,27.570786,139200
6/22/1994,45.21875,45.421875,45.171875,45.265625,27.675856,279900
6/23/1994,45.34375,45.40625,44.9375,45,27.513453,922500
6/24/1994,44.78125,44.78125,44,44.0625,26.940262,353800
6/27/1994,44.234375,44.828125,44.015625,44.828125,27.408379,371200
6/28/1994,44.84375,44.84375,44.25,44.609375,27.274626,5382300
6/29/1994,44.671875,45.015625,44.625,44.75,27.360613,311800
6/30/1994,44.828125,44.84375,44.3125,44.46875,27.188643,271900
7/1/1994,44.6875,44.6875,44.375,44.5625,27.24596,406900
7/5/1994,44.65625,44.859375,44.515625,44.796875,27.389265,112000
7/6/1994,44.625,44.8125,44.46875,44.734375,27.351051,174800
7/7/1994,44.734375,44.921875,44.6875,44.921875,27.465708,66700
7/8/1994,44.640625,44.984375,44.625,44.90625,27.456146,148400
7/11/1994,44.9375,45.015625,44.53125,44.75,27.360613,124000
7/12/1994,44.765625,44.828125,44.515625,44.8125,27.398815,257300
7/13/1994,44.828125,45.03125,44.828125,44.890625,27.4466,532700
7/14/1994,45.109375,45.46875,45.078125,45.375,27.742731,494200
7/15/1994,45.34375,45.484375,45.328125,45.390625,27.752295,49100
7/18/1994,45.390625,45.578125,45.390625,45.46875,27.800058,72300
7/19/1994,45.546875,45.5625,45.375,45.375,27.742731,609500
7/20/1994,45.40625,45.40625,45.0625,45.171875,27.618542,185300
7/21/1994,45.171875,45.296875,45.078125,45.265625,27.675856,86300
7/22/1994,45.375,45.40625,45.25,45.34375,27.723629,151600
7/25/1994,45.359375,45.453125,45.3125,45.40625,27.761847,120900
7/26/1994,45.390625,45.421875,45.3125,45.359375,27.733181,489600
7/27/1994,45.359375,45.359375,45.171875,45.359375,27.733181,83200
7/28/1994,45.359375,45.578125,45.359375,45.453125,27.790506,828200
7/29/1994,45.765625,46.046875,45.75,45.90625,28.067554,459100
8/1/1994,45.9375,46.15625,45.890625,46.125,28.201288,486300
8/2/1994,46.28125,46.375,46.03125,46.1875,28.239515,505500
8/3/1994,46.171875,46.234375,46.09375,46.203125,28.249071,144100
8/4/1994,46.171875,46.21875,45.921875,45.9375,28.086662,231700
8/5/1994,45.703125,45.84375,45.65625,45.78125,27.991121,138400
8/8/1994,45.828125,45.9375,45.78125,45.890625,28.058006,328600
8/9/1994,45.71875,45.96875,45.71875,45.96875,28.105768,105900
8/10/1994,46,46.1875,45.9375,46.140625,28.210836,840300
8/11/1994,46.03125,46.234375,45.734375,45.96875,28.105768,876200
8/12/1994,46.046875,46.34375,46.046875,46.328125,28.325481,184100
8/15/1994,46.375,46.484375,46.3125,46.3125,28.315943,325900
8/16/1994,46.34375,46.6875,46.15625,46.640625,28.516541,1089500
8/17/1994,46.703125,46.734375,46.578125,46.609375,28.497444,133700
8/18/1994,46.453125,46.5625,46.40625,46.453125,28.401897,620000
8/19/1994,46.46875,46.515625,46.3125,46.421875,28.382797,103200
8/22/1994,46.4375,46.4375,46.28125,46.375,28.354155,79700
8/23/1994,46.578125,46.859375,46.515625,46.640625,28.516541,268600
8/24/1994,46.6875,47.140625,46.671875,47.140625,28.822254,254700
8/25/1994,47.09375,47.203125,46.890625,47.015625,28.745825,147400
8/26/1994,47.125,47.78125,47.125,47.6875,29.156612,339500
8/29/1994,47.8125,47.984375,47.640625,47.65625,29.137526,350300
8/30/1994,47.640625,47.859375,47.578125,47.78125,29.213932,36000
8/31/1994,47.703125,47.890625,47.59375,47.65625,29.137526,356200
9/1/1994,47.5,47.53125,47.328125,47.5,29.041988,294600
9/2/1994,47.71875,47.71875,47.21875,47.296875,28.917795,99600
9/6/1994,47.265625,47.359375,47.125,47.3125,28.927347,229800
9/7/1994,47.421875,47.421875,47.21875,47.265625,28.898678,27900
9/8/1994,47.359375,47.5625,47.34375,47.5,29.041988,284800
9/9/1994,47.03125,47.125,46.8125,47,28.736288,488400
9/12/1994,47,47.0625,46.78125,46.859375,28.650299,129400
9/13/1994,46.953125,47.125,46.859375,47,28.736288,389200
9/14/1994,46.84375,47.109375,46.84375,47.046875,28.76495,423500
